,name,pinyin,unit_2021,geometry,w_unit_2021,unit_2021_std,w_unit_2021_std,p-sim,sig,labels,unit_2021_lag,unit_2021_lag_std
66,康健、田林板块,Kangjian,80522,"POLYGON ((121.4152524831409 31.19285000212897, 121.4158539152019 31.19230010548574, 121.4178303124781 31.18894436510575, 121.4195490697682 31.18645072534865, 121.4215687554667 31.18443449405442, 121.4221274062686 31.184141510838, 121.4242331646652 31.18381354512273, 121.4273708072381 31.18291819120562, 121.4311969988239 31.18044612922705, 121.4307243605379 31.17789495035656, 121.4298225213391 31.16875534676957, 121.4289631802025 31.1646067934612, 121.4263844796691 31.16085972198593, 121.4222160650869 31.15714769473793, 121.4162873734067 31.15152566809386, 121.4116059107061 31.14708010685845, 121.4095876711339 31.14509638503488, 121.4072690693349 31.14325947586254, 121.4072261276838 31.14336958698551, 121.405336681831 31.14652587748903, 121.3994974494664 31.16058338828356, 121.3979950314958 31.16418028086404, 121.393961434743 31.16263875674343, 121.3900144049136 31.16153847585417, 121.3888988256849 31.16451194196925, 121.3868394504561 31.17042199062059, 121.3902710524779 31.17155838497607, 121.3902281473174 31.17170520335693, 121.3899277832154 31.17262283241376, 121.3902709714914 31.17265942445316, 121.3900993220701 31.17339348487765, 121.3895845506452 31.17328356164326, 121.3891983184315 31.17537561459481, 121.3905281509795 31.17577886989993, 121.3905281436738 31.17588896398284, 121.3904852227796 31.17610917465836, 121.3903994023982 31.17640280114588, 121.3907855026247 31.17643938955577, 121.3907854973014 31.17651278165217, 121.3903134753928 31.17816438140765, 121.3898414660698 31.17981596330836, 121.3900130675006 31.17970581257373, 121.3913000711961 31.17970543770475, 121.3928445567072 31.17999869042688, 121.392973269804 31.18007206061394, 121.3933165011653 31.18018209793658, 121.3931448254217 31.18091608159008, 121.3928873679785 31.18131979996653, 121.3931447734821 31.18161333626936, 121.393273509799 31.18139312752202, 121.3936167427124 31.181539871993, 121.3937883948102 31.18117286586338, 121.3940887696883 31.18084255710471, 121.3946465999647 31.18047551806713, 121.3950327779644 31.18051219002968, 121.4026289759786 31.18260486962315, 121.4064496440841 31.18385404834645, 121.4076947638646 31.18400146984491, 121.4076947352947 31.18433173013549, 121.4074800034863 31.18495545566459, 121.4094552069851 31.18477307968553, 121.4092404449368 31.18550687319131, 121.4104428195919 31.18558100788866, 121.4103138888178 31.18668178901451, 121.4103997555052 31.18690201080524, 121.409970148488 31.18899334237378, 121.4087678356331 31.18858898123684, 121.4087248821328 31.18869903959799, 121.4081666055725 31.18954270254704, 121.4079089032061 31.19045991067117, 121.4078229789961 31.1910469627264, 121.4080805128816 31.19211120448182, 121.4077798612549 31.19313844506883, 121.4088533309926 31.19310235058391, 121.4152524831409 31.19285000212897))",52349.5,40357.41228,12184.91228,0.111,0,Non-Significant,52349.5,8602.601974
67,凉城板块,Liangcheng,49902,"MULTIPOLYGON (((121.4815992249039 31.30419285254381, 121.4815922323251 31.30425821756753, 121.481880724146 31.30364601005995, 121.4815992249039 31.30419285254381)), ((121.4667774653112 31.26798031545772, 121.4646462979143 31.27066943559529, 121.4617834172301 31.27432971725649, 121.4601906264455 31.27637874576172, 121.4598892570278 31.27718456230249, 121.4588991748341 31.27853713835744, 121.4586839294924 31.27908652863208, 121.4577370504629 31.27904750424277, 121.4576078201695 31.28025703499044, 121.4571343254631 31.28109909411108, 121.4573924891828 31.2818329595223, 121.4572202452542 31.28282239425266, 121.4567466858702 31.28428767185675, 121.4570048319904 31.28516816692002, 121.4573490010703 31.28667208834557, 121.4570046280759 31.28736778029192, 121.4568323035542 31.28920033107768, 121.4564448682115 31.29015252276985, 121.4563587197197 31.2909221480001, 121.4557131348209 31.29117719947261, 121.4556269917227 31.29191015322612, 121.4562294562724 31.29246148808244, 121.4570040172156 31.29385639133999, 121.4576495414254 31.29455447858733, 121.4579938228611 31.29494024250432, 121.4584671570298 31.29615112671062, 121.4586392447305 31.29695801138716, 121.4591556517618 31.29791239251034, 121.4598012204943 31.29864716238776, 121.4595859507768 31.2993064236621, 121.4599302332389 31.29993046284663, 121.4598871244858 31.30059015635942, 121.4594996164332 31.30187210904609, 121.4599730040729 31.30278969961059, 121.4596717544338 31.30231240990192, 121.459886915231 31.30282612451433, 121.4591955965204 31.30793866191622, 121.4608456694174 31.30803497758385, 121.4631404429254 31.30820684305858, 121.4637768431511 31.31777890673958, 121.4680814960642 31.31768644786159, 121.4728185459666 31.31686218370549, 121.4762646346379 31.31643659925727, 121.4787071122766 31.31666611640001, 121.4808630380067 31.31651753285233, 121.4808659754635 31.31368130545783, 121.4807986057308 31.30874712513452, 121.481087510916 31.30647004983795, 121.481376929627 31.30462464740135, 121.4815992249039 31.30419285254381, 121.4816647065547 31.30358070610443, 121.4818087851689 31.30352096828348, 121.4831376539326 31.30072881742429, 121.4844729650236 31.29765359619803, 121.4852053061342 31.29516304585621, 121.4849900177919 31.29435594416272, 121.4810711218983 31.2915584585257, 121.4796501692883 31.28898817874553, 121.478444573101 31.28634514647442, 121.4784016386684 31.28451198829679, 121.4780573468239 31.28165139898952, 121.4775406500102 31.28084332966302, 121.4757321399133 31.27992154378303, 121.4741390182779 31.27867042693763, 121.4732349686555 31.27635805642584, 121.4707380481189 31.27165792192482, 121.4686070276812 31.26980033703582, 121.4667774653112 31.26798031545772)))",62198,9737.412281,22033.41228,0.021,1,HH,62198,18451.10197
68,龙华板块,Longhua,79767,"POLYGON ((121.4650984491115 31.19634967371258, 121.4659167089674 31.19304949254943, 121.4660458867648 31.19282968204378, 121.4662181002343 31.19272006749297, 121.4683707488081 31.19261595509242, 121.4697054913645 31.19203258070181, 121.4695763416443 31.19192214015044, 121.4694472166462 31.19140805405351, 121.4685000580668 31.19089166485876, 121.4644103870784 31.18834843329603, 121.4610960175395 31.1855507185292, 121.4602353010214 31.1838237359976, 121.459331550951 31.18147388255772, 121.4584279032329 31.17908620677095, 121.4584710781233 31.17835123459086, 121.4579977893182 31.17666188066187, 121.4580840315001 31.17493721116343, 121.4596769113834 31.17050154311526, 121.4613129307333 31.16698126586614, 121.4585583352813 31.16565289647165, 121.4605815895077 31.16242813826651, 121.4600222075704 31.16044465881365, 121.4579993818533 31.1593383858045, 121.4555463814154 31.15757051835063, 121.4495651435274 31.15535560402783, 121.4456499585318 31.15560445770573, 121.4446600079511 31.1607413170623, 121.4430250750385 31.16404048296143, 121.4411750593079 31.16730479521166, 121.4413901131022 31.16734188949491, 121.4400993536362 31.17185281300513, 121.4397977376417 31.17699029968644, 121.4378191056391 31.17933569609144, 121.4359698977273 31.17947952288147, 121.4351958485409 31.17969852354612, 121.4365718984928 31.17995754665266, 121.4388080715577 31.18135572036222, 121.4441842866736 31.18587910785183, 121.4463351597079 31.18738787048208, 121.4505946259452 31.18842433458736, 121.4528322029007 31.18894311414604, 121.4575659669094 31.1917065819676, 121.4604065560787 31.19369528273017, 121.4650984491115 31.19634967371258))",69066,39602.41228,28901.41228,0.002,1,HH,69066,25319.10197
69,陆家浜路板块,Lujiabang,92025,"POLYGON ((121.4760653015614 31.21829024163908, 121.478218383334 31.21897512441182, 121.4792518754384 31.2193999749957, 121.4784981146698 31.22086516139865, 121.4803067878432 31.22129225425311, 121.4803929145029 31.22132918558239, 121.4811251742004 31.21990063495597, 121.4818358795822 31.21874713497342, 121.4842478466303 31.21682817195883, 121.4853892123982 31.21635457536764, 121.488016380204 31.21711423253787, 121.4887054859945 31.2172446264149, 121.4914620395759 31.21699580567916, 121.4920865817999 31.21697927027413, 121.4932925616784 31.21718452017141, 121.4935078977045 31.21733188304562, 121.4938740203081 31.2171862016872, 121.4955538169642 31.21717271464508, 121.4969967434447 31.21697512103832, 121.4975135962094 31.21699495628896, 121.4998179903962 31.21624958018467, 121.5022730541891 31.21609160134214, 121.501993126738 31.21576062139085, 121.5014117705054 31.21469506577763, 121.4998182636777 31.21338810625954, 121.4965880977132 31.21136100657364, 121.4911183495334 31.20784149192133, 121.4874576092467 31.20513422645988, 121.4862948079777 31.20421360369315, 121.4852290427953 31.20345862256517, 121.483635550784 31.20305039817185, 121.4820636334336 31.20258719175025, 121.4810300683335 31.20223562179916, 121.4809436494563 31.20419803889336, 121.4804052260229 31.20531551418407, 121.4798236943926 31.20689147095705, 121.4796944047526 31.20786334821838, 121.480189621949 31.20826835414491, 121.4803187999448 31.20850720715559, 121.4799311286693 31.20936825630668, 121.4797372837396 31.20989967370853, 121.4795434708111 31.21010089718466, 121.4787467221661 31.21068559304315, 121.4776053291841 31.21275511875236, 121.4771961070856 31.21398294213967, 121.4766146099608 31.21563214383706, 121.4760653015614 31.21829024163908))",68810.25,51860.41228,28645.66228,0.002,1,HH,68810.25,25063.35197
70,陆家嘴板块,Lujiazui,74476,"POLYGON ((121.5075039547054 31.21863445669011, 121.5041223348822 31.22563117963552, 121.501193187438 31.22896069733312, 121.4987378765146 31.23133782069411, 121.4962394608387 31.23378812623986, 121.4911996600628 31.23791820234517, 121.4905964583192 31.24000705485463, 121.4913284022314 31.24257649668481, 121.4963674875573 31.24530501122571, 121.5041632209815 31.24716129739402, 121.5224226136948 31.24725045900289, 121.5248771548251 31.24303949181902, 121.5283863751114 31.23708895849562, 121.5301946989624 31.23338916938886, 121.5341122925614 31.22626479145369, 121.5309701046277 31.22614679480326, 121.5300016543373 31.22487875946614, 121.5287963576224 31.22436204589153, 121.5267946060064 31.22367807194838, 121.52444832655 31.22284632484955, 121.522597034141 31.22223594072226, 121.514824973249 31.22041641824898, 121.5102817519276 31.21915606676498, 121.5075039547054 31.21863445669011))",64674,34311.41228,24509.41228,0.011,1,HH,64674,20927.10197
71,罗店板块,Luodian,25789,"POLYGON ((121.3992412167658 31.48815298861787, 121.3947789745846 31.47937073035519, 121.3913469879371 31.47468729002347, 121.3837976885567 31.47337343535604, 121.3798524736275 31.47293727021187, 121.3765937544946 31.47411128591048, 121.3702498634392 31.46958030240301, 121.3623649765109 31.46549150593006, 121.3659647208225 31.46329079785711, 121.3671647635718 31.46241087844782, 121.3675080021915 31.45875044332063, 121.3721370009765 31.45859851753617, 121.3743669365803 31.45010441806939, 121.3719668329334 31.44542165366618, 121.3723103611689 31.43853924930839, 121.3731677339797 31.43795258973428, 121.3757398894711 31.43780351068088, 121.3776262504365 31.43853386667538, 121.3839727569964 31.43662532272089, 121.3865463207762 31.43398804250706, 121.3832868891381 31.43267202995442, 121.3716252916801 31.42916801433538, 121.3657966517967 31.42697830214875, 121.376599673836 31.40558278730912, 121.4007930728275 31.41084668126349, 121.3985609326632 31.41480088024611, 121.4140168690549 31.420080555557, 121.4184861459053 31.40324068473014, 121.4191745093022 31.39415846351674, 121.4104122530121 31.38770615209899, 121.4021688422598 31.38579765978512, 121.3889525763506 31.38052389415558, 121.3790032156754 31.37452307798909, 121.3656295638282 31.37116788692118, 121.3541475226931 31.36927926262527, 121.3490076357628 31.36914066990116, 121.3418129610847 31.36783374029038, 121.3339341756239 31.36477057598611, 121.328452888285 31.3719606778146, 121.3305079325209 31.37474061339234, 121.3272536490058 31.3763585391848, 121.3287950137629 31.377234638983, 121.3246842689632 31.38031939421387, 121.328109538417 31.38207079301766, 121.3269104673927 31.38412419576461, 121.3231425729453 31.38339910329893, 121.3207442798839 31.38882446388594, 121.3186890202163 31.38853558257718, 121.3188600470491 31.39117218556723, 121.3157770825475 31.39117836656797, 121.3188596933276 31.3948344999339, 121.317146681142 31.39747472981646, 121.3178314495025 31.40084248880563, 121.3145769139801 31.40333917983077, 121.3135492911208 31.40275531310531, 121.3144053448818 31.40612257794163, 121.3164605228332 31.40772966108531, 121.3162891292351 31.40875530356662, 121.3147476253996 31.40875839753853, 121.3145762087249 31.41007696946629, 121.3239960109011 31.41342676666509, 121.3257088731936 31.41210517629378, 121.3281066088635 31.41297926020726, 121.3269075446077 31.41444624635474, 121.3286202475942 31.41473582479579, 121.3260507539062 31.41854883236397, 121.3305037295305 31.42015119653051, 121.328276590137 31.42572068739589, 121.3293038083577 31.43011208277101, 121.330845206463 31.4309877927397, 121.3294745894946 31.43523714550241, 121.3270765310856 31.43743830567454, 121.3277612450386 31.44168346049983, 121.3298165143754 31.44197236903096, 121.3279319923344 31.44768650282488, 121.3248490478738 31.44783892415153, 121.3248488668042 31.45003518491583, 121.3227936084068 31.44989281474448, 121.3209094805747 31.45136070245202, 121.3233071888275 31.45282008166071, 121.3219369495474 31.45355484910412, 121.320566788384 31.45326474585176, 121.3198814455672 31.45648709573559, 121.3203951854243 31.45765731924666, 121.3207376640612 31.45853501342879, 121.3205663599872 31.45897462512207, 121.3162844637074 31.45942231234435, 121.3200523564826 31.46146445950075, 121.3181682987438 31.46220018854014, 121.3167981321101 31.46176370779294, 121.3174828538478 31.46717897943706, 121.3171401295811 31.46981467741163, 121.3166262292285 31.47098679314804, 121.3185103528607 31.46937279944759, 121.3178250653429 31.47230188873057, 121.3152559039202 31.47274611816427, 121.3145704654067 31.4775780183009, 121.311829542506 31.48402377527112, 121.3094316925906 31.48227193607629, 121.3034356350393 31.49282122415455, 121.3051485776288 31.49325720054551, 121.3041205945642 31.49574709637902, 121.3015510746887 31.49560528991061, 121.2989811143982 31.49912209349529, 121.2969252755037 31.49956444668998, 121.2969252100519 31.50029618449906, 121.3020644090552 31.50219003892703, 121.3056613455394 31.50613478443897, 121.3065181933671 31.50203564786878, 121.3125130092291 31.50465830881312, 121.3118281240522 31.50187916154134, 121.3161101030485 31.50201705535754, 121.3173094542058 31.49703889463537, 121.321419798068 31.49951860468286, 121.3239889928682 31.49790368599439, 121.3209055754489 31.50420263915684, 121.3330653488257 31.50973964967346, 121.3534504967587 31.50297399434529, 121.3683615370414 31.49402630421866, 121.3747047917918 31.50016576125554, 121.3992412167658 31.48815298861787))",33028.75,-14375.58772,-7135.837719,0.27,0,Non-Significant,33028.75,-10718.14803
72,马桥板块,Maqiao,38648,"POLYGON ((121.3427602124429 31.06411325736402, 121.3475573191571 31.05881456152866, 121.3585235523435 31.05409487135497, 121.3945366535266 31.06376345412122, 121.4273494006124 31.03806229514572, 121.3716386932037 31.02394314053551, 121.3699252232038 31.0124767575921, 121.3690679605253 31.01306593664559, 121.3675251833239 31.01189152948623, 121.3644397679069 31.01101327685474, 121.3513306222415 31.00735611409831, 121.3582709260515 30.99969904512179, 121.3824448739461 31.00393588018547, 121.3838174781849 31.00143500463794, 121.3917974032846 30.98701873374595, 121.3420832686297 30.96648301176597, 121.3338599550371 30.98326682673909, 121.3246108130829 30.98652023316318, 121.3252949249576 31.00093164589962, 121.3204977128306 31.02182096943699, 121.329400026902 31.06266776858083, 121.3427602124429 31.06411325736402))",26415.375,-1516.587719,-13749.21272,0.09,0,Non-Significant,26415.375,-17331.52303
73,颛桥板块,Zhuanqiao,46612,"POLYGON ((121.3480043143126 31.08995749793745, 121.3589815096884 31.08671105948185, 121.3589707731064 31.08670857333493, 121.359484912189 31.08656092812554, 121.3589815096884 31.08671105948185, 121.375234566418 31.09036154097031, 121.389471838277 31.09270208624212, 121.3999413051173 31.09490476799477, 121.4303526858077 31.10198111497383, 121.4423932915893 31.1044979784573, 121.4586799430486 31.10012683578466, 121.4624679234406 31.09866755081957, 121.4700469031784 31.07694273215787, 121.4735367712835 31.04991110452466, 121.4617841862785 31.04311716629107, 121.4284026532065 31.03776000908757, 121.3943865492288 31.0639008188625, 121.3591448861761 31.05349647942192, 121.3440666681943 31.06189699182109, 121.3480043143126 31.08995749793745))",28960.75,6447.412281,-11203.83772,0.151,0,Non-Significant,28960.75,-14786.14803
74,内长宁板块,Inner Changning,95779,"POLYGON ((121.4061388836076 31.22413233046521, 121.4076737975046 31.22446319198906, 121.408618423821 31.22472048369034, 121.4105077995623 31.22540026325268, 121.4115169306329 31.2265197265886, 121.4114524466267 31.22723496561977, 121.411398726906 31.228124451447, 121.4104323299509 31.22983862229861, 121.4105181965711 31.23010461459049, 121.4109154266797 31.23023325937523, 121.4120857717094 31.2295188062614, 121.412590446907 31.2290515016648, 121.4136320690994 31.22807107994129, 121.4147811369083 31.22708160364762, 121.4153610348632 31.22687117620275, 121.4159194629804 31.22689915974238, 121.4166926735536 31.22733084832506, 121.4172081344946 31.22793655083089, 121.4174336592402 31.2282118690918, 121.4185183409767 31.22955172700796, 121.4191305333428 31.23006585380821, 121.4195386774362 31.23044222384074, 121.4205698463671 31.23090177860854, 121.4213754822626 31.23128775419284, 121.4224067951381 31.23120634525928, 121.4229009928858 31.23111518383553, 121.4229548188147 31.2295288249565, 121.4232772961717 31.22715409866904, 121.4231162092935 31.22611766086219, 121.4234385386046 31.22586125362505, 121.4244700226556 31.22495456377717, 121.4251361101888 31.22578069354232, 121.4254369466392 31.22603782379655, 121.4260816283273 31.22628621075667, 121.427123932547 31.226406720549, 121.4276934559528 31.22659085025005, 121.4289399890028 31.22729859961748, 121.4296492631757 31.22779474131534, 121.4299072073216 31.22761168618456, 121.4307670487527 31.22697094956204, 121.4307778102189 31.22679672516558, 121.4308423461411 31.22618240083613, 121.4311433605018 31.22500899873934, 121.4315197121729 31.22257930661111, 121.4318099645335 31.22190108955227, 121.4324549913193 31.22026959781311, 121.4329602541446 31.21938992347532, 121.4339278201293 31.21744708589164, 121.4343471200046 31.21662231446112, 121.4345943785943 31.21639341196236, 121.434841632615 31.21626539411132, 121.434605208941 31.21531120125268, 121.4344224982845 31.21483400784846, 121.4334658627467 31.21383287883891, 121.4328639461938 31.21345594824291, 121.4317891075537 31.2130325056549, 121.4305423443792 31.21301241601963, 121.4307143390729 31.21259075642428, 121.431563625138 31.21007889707735, 121.4326924223502 31.20758574489425, 121.4332837539976 31.20584390824608, 121.4304033337753 31.20402370431196, 121.4241602309499 31.20147512477882, 121.4216034271734 31.20043583555983, 121.4190792283861 31.19909409103013, 121.4186603869006 31.19853415488788, 121.4177797613878 31.19737756140461, 121.4174468342635 31.19723966830832, 121.4178658141556 31.19586410978307, 121.4178121163419 31.19586406107928, 121.4175006790354 31.19551520445568, 121.4174255950734 31.19444188413111, 121.417039026937 31.19364347620968, 121.4164806066546 31.19318433046272, 121.4155355955638 31.19274321198441, 121.4133769224315 31.19568610894321, 121.4119594698235 31.19750130768293, 121.4093825639654 31.20080177589155, 121.4084806767175 31.20256235693917, 121.4079653056728 31.20399294714405, 121.4076431143772 31.20591892271242, 121.4073638434132 31.20815673097762, 121.4074066131334 31.21024791789121, 121.4080290458523 31.21210090748587, 121.4083080451453 31.21331170145181, 121.4080073801512 31.21448546643657, 121.4074705844359 31.21549402268719, 121.4062896219554 31.21848321414521, 121.4059888680723 31.22106926076988, 121.4061388836076 31.22413233046521))",64647.375,55614.41228,24482.78728,0.01,1,HH,64647.375,20900.47697
75,内徐汇板块,Inner Xuhui,64164,"POLYGON ((121.4334620882338 31.21379206255174, 121.4344187276883 31.21473816778835, 121.4349346024359 31.21631643391465, 121.4434072069594 31.21783516898251, 121.4440094255219 31.21809311743083, 121.4482254364456 31.21964242962177, 121.4516244814288 31.22185093553581, 121.4531305543212 31.22233128783137, 121.4545079493386 31.21866611644936, 121.4563158279673 31.21456170750798, 121.4568754946206 31.21261868638058, 121.4576508426215 31.20542968127758, 121.4599320345488 31.20569229894393, 121.4620411539201 31.20654165746597, 121.4632898211116 31.20327957334655, 121.4649261062865 31.19858748495392, 121.4649693423764 31.19649613236044, 121.4588141063066 31.19281057674955, 121.4533808952111 31.18939393339966, 121.451659648815 31.1887661810353, 121.4471203732107 31.18760050315803, 121.4463244731801 31.18728696886455, 121.4457221999792 31.18701055029203, 121.4435283808653 31.18529992733091, 121.4402380713635 31.18259674078285, 121.4402380740882 31.18257838960536, 121.4386683477109 31.18138304212319, 121.4372922354676 31.18040829199345, 121.4364536906579 31.18000327655989, 121.4354216337949 31.17994661353659, 121.431250783956 31.18124330499039, 121.429230154515 31.18208463261684, 121.428026460151 31.18274363037114, 121.4259417211788 31.1834566599031, 121.4241365867271 31.18382154184408, 121.4222886511203 31.18431491238122, 121.4212358161339 31.18493765098584, 121.4200970424501 31.1861658097001, 121.4185071186827 31.18860449605806, 121.4155425703946 31.19276661488716, 121.4170674748191 31.1936485580398, 121.4174325576239 31.19449280401228, 121.4174754307438 31.1955385802539, 121.4178835259856 31.19583248241641, 121.4174323216847 31.19720801139358, 121.4178404330016 31.19741018006696, 121.4189573165106 31.19902563936906, 121.4222871512034 31.20077182383699, 121.4255746727347 31.20207804183415, 121.427809661292 31.20296134170093, 121.4300878942754 31.20391825747307, 121.4307112308027 31.20417593193284, 121.4332477349572 31.20584890236383, 121.4332692124148 31.20601403415406, 121.4307965583 31.21239414511833, 121.4306030511509 31.21301754724048, 121.4318068319958 31.213000896001, 121.4320432986718 31.2130562579418, 121.4327096987367 31.21331403004999, 121.4334620882338 31.21379206255174))",85245,23999.41228,45080.41228,0.001,1,HH,85245,41498.10197
76,南浦板块,Nanpu,96256,"POLYGON ((121.5346073601424 31.22479882505919, 121.5348656031779 31.22479945815348, 121.5327997326244 31.22292352561611, 121.5244069047839 31.20243054865001, 121.5241486512856 31.2016226674724, 121.5094216949729 31.20458917982265, 121.5060623078718 31.20586353889844, 121.5024443471759 31.20717381601173, 121.5071811857709 31.21599232756822, 121.5075685544302 31.21852467775294, 121.5199275570496 31.22153155448482, 121.5278493028842 31.22390108745155, 121.53000165093 31.22478714308259, 121.531163802447 31.22600065294521, 121.5341338069946 31.2261182033423, 121.5346073601424 31.22479882505919))",57033.625,56091.41228,16869.03728,0.051,0,Non-Significant,57033.625,13286.72697
77,南翔板块,Nanxiang,24171,"POLYGON ((121.244345177713 31.29462719690698, 121.2441735082144 31.29492045908605, 121.2486359525832 31.29594650469723, 121.2500085697164 31.30034499274695, 121.2506940777735 31.31310026374726, 121.2954417457052 31.31745489146132, 121.2928714238654 31.32273614903992, 121.2985248973526 31.32389992267838, 121.2966402042471 31.32698128522615, 121.301436687693 31.32931857046009, 121.3081172005648 31.32901326541834, 121.3166811749131 31.3303158226147, 121.3151393051072 31.33530250986577, 121.3399742228281 31.33921273859456, 121.3386039776609 31.33833569776682, 121.3367200050079 31.33614043468596, 121.3384329800257 31.33481823597902, 121.3374053645083 31.33364742819244, 121.3398041582061 31.32528794582931, 121.3386051053553 31.32543662248523, 121.3394617788903 31.3229430704701, 121.3437441494219 31.32381536006617, 121.3446008464748 31.32190822326013, 121.3416889110999 31.31971414626532, 121.342888117777 31.31853934001541, 121.3428881452585 31.31824613498859, 121.338434382692 31.31913337615279, 121.3365507315759 31.31371245134072, 121.3399766001576 31.31282677180451, 121.3418610229893 31.31091763128038, 121.3387778892247 31.30931023841394, 121.3344959415902 31.30726535853476, 121.3291862998955 31.30742197341899, 121.3297003411695 31.30522176524606, 121.3267888420369 31.30346800877002, 121.3286731060955 31.30111841891724, 121.328502088956 31.29847953055837, 121.3308999048183 31.29891479524801, 121.3319277440022 31.29715334208099, 121.3290162164293 31.29554600326898, 121.3281600184944 31.29378810504972, 121.3254197906794 31.29232717608349, 121.3243925104028 31.28880998044468, 121.3262767430532 31.2866066563487, 121.3293594700851 31.28850694606059, 121.3291887763377 31.28264160789235, 121.3319292493155 31.28175649092402, 121.3315870890942 31.27765095415715, 121.314973195838 31.28076352700835, 121.2829358413058 31.28682907258328, 121.271279264328 31.28904115952157, 121.268021178161 31.29227006882288, 121.2630477322937 31.29330039925924, 121.2556715510843 31.29213174383514, 121.244345177713 31.29462719690698))",33092.5,-15993.58772,-7072.087719,0.278,0,Non-Significant,33092.5,-10654.39803
78,彭浦、永和板块,Pengpu,55853,"POLYGON ((121.4187967251202 31.29014625867136, 121.4193173032596 31.29466485870777, 121.4139751147331 31.29412033621646, 121.4134595791722 31.29536628594249, 121.4129010708207 31.29697876642685, 121.4157359122982 31.29767746836873, 121.4154565952418 31.29874025555747, 121.4165949540332 31.29885119707211, 121.4187429811157 31.29909139720588, 121.4224810914663 31.30036072955828, 121.422567032173 31.30039747628645, 121.4251670586751 31.30052866925627, 121.4247372128156 31.3011879673674, 121.424758603239 31.30219599680803, 121.4250376492684 31.30534855707752, 121.4266708763437 31.30558874078288, 121.4263483205282 31.30749430398141, 121.427938676727 31.30778948870167, 121.4271646077112 31.311527020922, 121.4278093074384 31.31216921519411, 121.4273792791646 31.31409284657004, 121.429829470881 31.31459078545802, 121.4276150771292 31.32101982860899, 121.4286467318025 31.32098450236749, 121.4292054144035 31.32274432870662, 121.4415681968297 31.32331334775409, 121.4419554362735 31.32193975507457, 121.4439556396106 31.32266791988306, 121.4493333735537 31.32425476100704, 121.455153403343 31.32506904964088, 121.457784127535 31.32524500794693, 121.4606948385582 31.32544488049966, 121.4606465496093 31.32415465576154, 121.460517499466 31.32320146437108, 121.4634123478142 31.32343815090924, 121.4638279058626 31.31870586714943, 121.4631184221919 31.30825834226111, 121.4587708735671 31.30797209159328, 121.4593090864097 31.30599416222106, 121.4597828632288 31.30275144590998, 121.4595891749289 31.30247592603998, 121.4595676709375 31.30226510144538, 121.4595354565767 31.30150442206018, 121.4596538636112 31.30111067756161, 121.4597077194138 31.30061596671781, 121.4598705289424 31.2999016005853, 121.4597037701942 31.29952087212989, 121.4596015821013 31.29915404325357, 121.4596231467187 31.29860425296755, 121.4593541538333 31.29836988809807, 121.4591228694219 31.29797065672548, 121.4589507366725 31.29761282049082, 121.458692515623 31.29733265831987, 121.4585311393023 31.29705274163709, 121.4584020512068 31.29664003010958, 121.4581922666925 31.2962500274658, 121.4575197687733 31.29643155792998, 121.4566751116792 31.29661734196767, 121.4558573788402 31.29675281740253, 121.4551203685347 31.29676021215407, 121.4538454624831 31.29666555659959, 121.452285547385 31.2962908092978, 121.4497522122134 31.2956391105631, 121.4479639050611 31.29520916677534, 121.4457375152088 31.29473725937174, 121.4436457322198 31.29438954846618, 121.4410702497928 31.2938716265024, 121.4390810444066 31.29346494432607, 121.4363287062694 31.29291296521228, 121.4335820801237 31.2925192991972, 121.4296160049746 31.29180352552278, 121.4261127722934 31.29119426674545, 121.4226585348838 31.29060839590792, 121.4200373901805 31.29020702358218, 121.4187967251202 31.29014625867136))",38806.625,15688.41228,-1357.962719,0.5,0,Non-Significant,38806.625,-4940.273026
79,浦江镇板块,Pujiang,23027,"POLYGON ((121.462898126814 31.10167953310479, 121.4618646311883 31.10637773569945, 121.4652219389841 31.11160154830981, 121.471421344935 31.11426280500462, 121.477707454341 31.12008267377989, 121.4856310990896 31.12465870404907, 121.4971739150469 31.12542642717287, 121.5063060513853 31.11414307400502, 121.526974974112 31.11948964452279, 121.5311083899786 31.1099528094931, 121.5359291832931 31.10952415891865, 121.5400604602271 31.11247165754727, 121.5420401441818 31.10931779388136, 121.5482370492981 31.09067285616025, 121.5523670307999 31.08524395933663, 121.5554646026733 31.07511024861702, 121.5512498061304 31.07194392044367, 121.5369656126396 31.06456698506414, 121.5347284561109 31.0547147638318, 121.5236223863409 31.05093767690901, 121.5244840842095 31.04359062575487, 121.5379138116176 31.04965152068471, 121.5461762355135 31.04452454946794, 121.5565007480393 31.03484066582051, 121.5496194292859 31.02894879966649, 121.5571896191115 31.02602094187297, 121.5620054945961 31.02543962012742, 121.5654449813849 31.02132729747892, 121.5606307619963 31.01132261689059, 121.5626948197096 31.00632583790889, 121.554438703596 31.00690195959691, 121.5375734449509 31.00598614160881, 121.5248311065502 31.01448208650941, 121.493135770256 31.00174490385052, 121.4787475242504 31.04470727911793, 121.4766798838832 31.05352038006284, 121.4703044709937 31.08553860511115, 121.462898126814 31.10167953310479))",35587.375,-17137.58772,-4577.212719,0.363,0,Non-Significant,35587.375,-8159.523026
